id	ind	cr	ac	ind_ns	cr_ns	ac_ns
330	138999330043036529275790537616	138999330043036529275790537616	70027072973571904147051706502	102	5943	40749
331	138999330043036529275790537616	138999330043036529275790537616	70027072973571904147051706502	102	5900	40767
332	104600505941476984151983788408	104600505941476984151983788408	70027072973571904147051706502	102	5984	41351
333	104600505941476984151983788408	87401093890697211590080413804	61164119686016594805272896302	103	6032	41034
334	70201681839917439028177039200	70201681839917439028177039200	43790080952573637135740015004	102	5990	40693
335	70201681839917439028177039200	27203151712968007623418602690	17730365724119436284371265604	101	5759	40823
336	35802857738357893904370289992	35802857738357893904370289992	35366765425294308386331060000	102	5849	40509
337	35802857738357893904370289992	18603445687578121342466915388	17730365724119436284371265604	102	5776	40234
338	1404033636798348780563540784	1404033636798348780563540784	882839332229264763536165796	103	5687	40038
339	1404033636798348780563540784	1404033636798348780563540784	882839332229264763536165796	102	5624	39956
340	1404033636798348780563540784	1404033636798348780563540784	882839332229264763536165796	109	5503	39847
341	1404033636798348780563540784	1404033636798348780563540784	882839332229264763536165796	103	5623	40025
342	1056570767085626102545290792	1056570767085626102545290792	794209888878401923515185796	102	5625	40903
343	1056570767085626102545290792	882839332229264763536165796	704685108196025061477015996	102	5634	40481
344	709107897372903424527040800	709107897372903424527040800	529189767454177004209007094	102	5611	42576
345	709107897372903424527040800	274779310232000077004228310	180876325477070644605191898	102	5486	39673
346	361645027660180746508790808	361645027660180746508790808	359012733192660120160167702	103	5414	39674
347	361645027660180746508790808	187913592803819407499665812	180876325477070644605191898	101	5460	39293
348	14182157947458068490540816	14182157947458068490540816	10672431990763900025710008	103	5396	39155
349	14182157947458068490540816	14182157947458068490540816	10672431990763900025710008	103	5264	38896
350	14182157947458068490540816	14182157947458068490540816	10672431990763900025710008	102	5311	43686
351	14182157947458068490540816	14182157947458068490540816	10672431990763900025710008	137	5345	39451
352	10672431990763900025710008	10672431990763900025710008	8899753599056389828482306	107	5398	40609
353	10672431990763900025710008	8917569012416815793294604	7995462885092987181632106	107	5226	39966
354	7162706034069731560879200	7162706034069731560879200	6222782675579370441551208	103	5154	39067
355	7162706034069731560879200	2775548588202020979840690	1844939433017961159620400	104	5158	38926
356	3652980077375563096048392	3652980077375563096048392	3635254188705390528044196	104	4998	38627
357	3652980077375563096048392	1898117099028478863632988	1844939433017961159620400	104	4977	40623
358	143254120681394631217584	143254120681394631217584	116665287676135779211290	116	4931	38003
359	143254120681394631217584	143254120681394631217584	116665287676135779211290	115	4903	50013
360	13760933674260616398303263223984	13760933674260616398303263223984	2597729038968084521185445848902	127	6794	44489
361	13760933674260616398303263223984	13760933674260616398303263223984	2597729038968084521185445848902	103	6556	41891
362	10355450088206221431046395052392	10355450088206221431046395052392	2597729038968084521185445848902	102	6304	55863
363	10355450088206221431046395052392	8652708295179023947417960966596	2597729038968084521185445848902	115	6350	41040
364	6949966502151826463789526880800	6949966502151826463789526880800	2597729038968084521185445848902	102	6305	49537
365	6949966502151826463789526880800	1841741123070234012904224623412	877521927381975062955792159102	128	6376	40538
366	3544482916097431496532658709208	3544482916097431496532658709208	2588952055969255793015936504196	109	6272	40280
367	3544482916097431496532658709208	990370226556635271090007580514	877521927381975062955792159102	103	6155	39981
368	138999330043036529275790537616	138999330043036529275790537616	43702346667504907810942608600	107	6114	39794
369	138999330043036529275790537616	138999330043036529275790537616	43702346667504907810942608600	109	5983	39647
370	138999330043036529275790537616	138999330043036529275790537616	43702346667504907810942608600	103	5975	39612
371	138999330043036529275790537616	138999330043036529275790537616	43702346667504907810942608600	103	5983	39461
372	104600505941476984151983788408	104600505941476984151983788408	43702346667504907810942608600	102	5870	39966
373	104600505941476984151983788408	87401093890697211590080413804	43702346667504907810942608600	102	6035	64430
374	70201681839917439028177039200	70201681839917439028177039200	43701451328346545707027718400	118	6070	39672
375	70201681839917439028177039200	18603445687578121342466915388	9040248352289908730430313596	102	5974	39130
376	35802857738357893904370289992	35802857738357893904370289992	26414278312322449936480628502	104	5830	39747
377	35802857738357893904370289992	10003739662188235061515228086	9040248352289908730430313596	105	6013	40650
378	1404033636798348780563540784	1404033636798348780563540784	702912338452779215985279792	106	6071	40429
379	1404033636798348780563540784	1404033636798348780563540784	702912338452779215985279792	106	5900	40544
380	1404033636798348780563540784	1404033636798348780563540784	702912338452779215985279792	110	6196	40993
381	1404033636798348780563540784	1404033636798348780563540784	702912338452779215985279792	110	6227	40714
382	1056570767085626102545290792	1056570767085626102545290792	617819300338864338036283698	93	5479	39424
383	1056570767085626102545290792	882839332229264763536165796	617819300338864338036283698	103	5633	40791
384	709107897372903424527040800	709107897372903424527040800	616055483968933632764719392	102	5903	38599
385	709107897372903424527040800	187913592803819407499665812	93965842059016823201383506	102	5502	38353
386	361645027660180746508790808	361645027660180746508790808	351912792206662298720054298	103	5349	38042
387	361645027660180746508790808	101047875375638737995103314	93088500094533534481983906	94	5371	37752
388	14182157947458068490540816	14182157947458068490540816	8881846852426109388138510	115	5610	38045
389	14182157947458068490540816	14182157947458068490540816	8881846852426109388138510	102	5235	37606
390	14182157947458068490540816	14182157947458068490540816	8881846852426109388138510	117	5218	37584
391	14182157947458068490540816	14182157947458068490540816	8881846852426109388138510	103	5306	37403
392	10672431990763900025710008	10672431990763900025710008	8881846852426109388138510	125	5238	38734
393	10672431990763900025710008	8917569012416815793294604	7118030482495404116574204	118	5397	37858
394	7162706034069731560879200	7162706034069731560879200	7100214155526407093629110	117	5212	37629
395	7162706034069731560879200	1898117099028478863632988	967147113945523019118192	115	5169	36860
396	3652980077375563096048392	3652980077375563096048392	3572582347263389323188600	121	5051	37060
397	3652980077375563096048392	1020685609854936747425286	967147113945523019118192	115	4957	36463
398	143254120681394631217584	143254120681394631217584	107623293960542701592988	117	4898	36376
399	143254120681394631217584	143254120681394631217584	107623293960542701592988	120	4931	36106
400	13760933674260616398303263223984	13760933674260616398303263223984	4317843984434291453855012606196	113	6682	44224
401	13760933674260616398303263223984	13760933674260616398303263223984	4317843984434291453855012606196	120	6538	42171
402	10355450088206221431046395052392	10355450088206221431046395052392	2597727293058479489241433605396	119	6489	41536
403	10355450088206221431046395052392	8652708295179023947417960966596	2597727293058479489241433605396	120	6399	47858
404	6949966502151826463789526880800	6949966502151826463789526880800	2597727293058479489241433605396	117	6382	43309
405	6949966502151826463789526880800	1841741123070234012904224623412	894985482214955221146085857102	111	6300	40436
406	3544482916097431496532658709208	3544482916097431496532658709208	1746355483571176119245618688102	102	6264	40267
407	3544482916097431496532658709208	990370226556635271090007580514	877610566140452069988372937902	102	6224	40371
408	138999330043036529275790537616	138999330043036529275790537616	60990388251160233466263771306	103	6197	40026
409	138999330043036529275790537616	138999330043036529275790537616	60990388251160233466263771306	103	6105	39890
410	138999330043036529275790537616	138999330043036529275790537616	60990388251160233466263771306	103	6045	39662
411	138999330043036529275790537616	138999330043036529275790537616	60990388251160233466263771306	103	6051	39675
412	104600505941476984151983788408	104600505941476984151983788408	43617244765524099565351271706	102	6044	40159
413	104600505941476984151983788408	87401093890697211590080413804	43617244765524099565351271706	103	6054	39713
414	70201681839917439028177039200	70201681839917439028177039200	43617244765524099565351271706	103	5983	39569
415	70201681839917439028177039200	18603445687578121342466915388	9215770553179383588691725396	102	6001	39387
416	35802857738357893904370289992	35802857738357893904370289992	34926232147714782718737418800	102	5848	39557
417	35802857738357893904370289992	10003739662188235061515228086	9040284255344675165450184996	102	5791	39180
418	1404033636798348780563540784	1404033636798348780563540784	879311880383900422503330792	103	5831	39203
419	1404033636798348780563540784	1404033636798348780563540784	879311880383900422503330792	102	5876	39009
420	1404033636798348780563540784	1404033636798348780563540784	879311880383900422503330792	101	5660	39012
421	1404033636798348780563540784	1404033636798348780563540784	879311880383900422503330792	103	5654	38998
422	1056570767085626102545290792	1056570767085626102545290792	616073390733832394024040192	103	5601	39510
423	1056570767085626102545290792	882839332229264763536165796	616073390733832394024040192	102	5609	38982
424	709107897372903424527040800	709107897372903424527040800	616073390733832394024040192	102	5540	38563
